,slope,centroid,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,class
0,0.015546289536722928,11155.707514490065,166.41906307214637,-6.622243740878702,-0.28530524228902227,0.8271067850009473,0.22750675620670757,-0.4552749719424611,1.1428774759698164,0.7073777418483614,0.017327904142399205,-0.446926262289686,-0.16364812086510408,0.1597097726751131,-0.2409456672555054,white
1,0.017252505372765833,11257.56708668995,165.78806654410872,-7.269580004323819,-0.6367537280471253,0.28736121546031523,0.15006112160390017,0.10240338357960753,-0.16550851569372246,-1.149775225043216,-2.087143548832216,-1.9697876542592823,-1.099068179937597,0.2394275453545844,0.3322524250564292,white
2,0.013647713214556078,10996.740973572114,167.15540688556652,-5.819243363777141,-1.1903289640888113,0.2703843753198093,0.6604453486992734,1.0387165324942402,0.2146724301672381,-0.05741090252882162,0.5984814207402352,0.6659668633333472,0.38726760744025585,-0.04219453012835309,-1.2624466764535733,white
3,0.013381541810219888,11043.987610110946,167.77854462412276,-5.5318678493606654,-2.142753539082673,-1.2826032863951238,0.007679947592147579,0.4704539744160055,0.15881659163524367,0.9823628683224777,0.12511689217421929,-0.4720761476227653,0.7778924688859296,-0.09429436657029991,1.1414796993531737,white
4,0.016074993508786214,11199.405562921613,165.70086250695562,-6.837183101503044,0.028278461153472486,0.6938772547376942,1.1690695498940185,0.4501380946421581,-0.4223878769991712,-1.60831309441692,0.015710495113228164,-0.2303779865666142,0.273031681713282,0.041355778932399216,-0.03660905896116327,white
5,0.01145680748868042,10886.422471032654,167.53590971311084,-4.969541653385487,0.028693320894064067,1.0397884243106008,1.3735311101864456,-0.09722776582482986,0.0736591931221,1.0084087382597196,-0.1649873395849065,0.10190329809903743,0.2336776345981505,0.29845208160320325,1.3703536404379066,white
6,0.013704788920650008,10991.117710264227,166.80641889191006,-5.792023189343684,-0.6165790482208436,0.45030131073938234,1.7624434499186066,0.6576490623210378,-0.8734873590563494,-1.7581789646161106,-1.4813781649072575,-1.8484774855277069,-0.34992687387377724,-0.10915915721711283,0.763675960564035,white
7,0.01499670340446086,11069.653025963336,166.8309049253841,-6.268426762606783,-1.1877478249001217,0.05720626018354993,-0.37433730402191645,-1.1131723614644153,-0.8811652003173975,0.4432181429452285,0.3724738903775258,-0.800845624346871,-0.63768670608471,-0.8253356693672625,-0.4140425493418713,white
8,0.013592116431134999,10986.768518829762,167.26276997757142,-5.804814743589319,-0.412492092863653,1.1311822689023883,-0.2531028714285365,-0.7255275292500687,0.4060712718078447,-0.11729316580971673,-0.08876110786347845,-0.5285803725489339,-0.6294260680129923,-0.48693951262942364,-0.19750722655116626,white
9,0.01363766923667069,11087.651936919528,167.0305442775533,-5.914422375702764,-0.6799890178840138,1.3101885305318641,1.63276530765134,0.7414763958956222,0.23072076422656024,-0.8616566214572174,-1.3625447784755447,-0.2911972983436211,0.45032716392331174,0.7149680061555496,0.8076170789420075,white
10,0.013804144150040647,11022.188271491845,166.5165479072878,-5.852630353779275,0.35601977864226875,0.18918446679061757,0.5086738486200193,0.8842680954595099,-0.2910593818298267,-0.8291870668412685,0.025195912715402183,0.3188669722290464,0.4134905937161044,0.48675206147861144,0.5618918504935095,white
11,0.012086724317273317,10954.578766574004,167.53784273580018,-5.186867916009521,-0.5173518317907444,1.1209392917445666,0.9602516914000759,-0.8194518159963704,-0.4014701785518808,0.3178342903641363,-0.583897632656468,-0.32630376800626953,-0.4296971843872296,-0.1482627291987247,0.8313768028040827,white
12,0.011787278535354285,10972.476749822721,167.70444504512406,-5.047115446056491,0.014534836956132986,0.9226759193418349,1.074921323865173,-0.10334064338014141,-0.3609943859841101,-0.7857101485321484,-0.6224603144261036,0.03385598243151639,0.11989666570576288,-0.1451375870234556,-0.5277201049658897,white
13,0.013791084079992062,11113.717553932713,167.21015080094867,-5.91147839931281,-0.8856857223037943,0.21454891709299198,0.4018978787998338,1.1142765172783053,1.2638356839308964,1.0399796735943212,0.6712910066113658,0.3347442419217065,-1.0285172351944416,0.6194645504905679,0.6860091210230699,white
14,0.012205094779237136,10965.133723222287,167.79407822299606,-5.058179819065205,-1.1379060319176832,-0.3130426245791149,0.018843935003988673,-0.6328794494061093,0.19453418031646882,-0.7927920908537055,0.11114315465363202,0.6778210757818278,0.2457038671912062,-0.5243746020690399,-1.2175979072359853,white
15,0.01850580928381954,11223.89442671688,165.70543738600188,-7.8415025285943045,-1.797517362313758,-0.021823673085855665,0.2664702865399952,1.0828193824692935,1.1245559362470523,1.356618424631329,-0.1830793885392784,-0.6953179538045431,-0.04353814529473239,-0.7044005981564248,0.17138307689834964,white
